AUTAUGA ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1000,6883,313,4.55,654.22
NEW HAVEN ,CT ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,7040,135269,9368,6.93,691.03
NEW HAVEN ,CT ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,7040,135269,22,0.02,691.03
NEW HAVEN ,CT ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,7040,135269,17,0.01,691.03
NEW HAVEN ,CT ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H0302 ,SUN HEALTH MEDISUN  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H0303 ,PACIFICARE OF ARIZONA  INC ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H0319 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H0564 ,BLUE CROSS OF CALIFORNIA ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1013 ,VISTA HEALTHPLAN OF SOUTH FLORIDA  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1016 ,AVMED  INC ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1034 ,AMERICA'S HEALTH CHOICE MEDICAL PLAN ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1035 ,FLORIDA HEALTH CARE PLAN  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H2219 ,FALLON COMMUNITY HEALTH PLAN ,PACE ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H2256 ,TUFTS ASSOCIATED HMO  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H2459 ,UCARE MINNESOTA ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3312 ,AETNA HEALTH INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3329 ,COMPREHENSIVE CARE MANAGEMENT CORP. ,PACE ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3351 ,EXCELLUS HEALTH PLAN  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3359 ,MANAGED HEALTH  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3366 ,HEALTH NET OF NY ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3370 ,EMPIRE HEALTHCHOICE HMO  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3379 ,UNITED HEALTHCARE OF NEW YORK  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3449 ,PARTNERS NATIONAL HEALTH PLANS OF NC  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H3456 ,UNITED HEALTHCARE OF NORTH CAROLINA ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H4152 ,BLUE CROSS AND BLUE SHIELD OF RHODE ISLAND ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H5402 ,QUALITY HEALTH PLANS  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H5417 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H5435 ,PACIFICARE LIFE AND HEALTH INSURANCE COMPANY ,PFFS ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H6331 ,BORO MEDICAL CENTER ,HCPP ,7040,135269,  ,  ,691.03
NEW HAVEN ,CT ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,7040,135269,  ,  ,691.03
NEW LONDON ,CT ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,7050,41545,31,0.07,663.37
NEW LONDON ,CT ,H4102 ,UNITED HEALTH PLANS OF NEW ENGLAND  INC. ,HMO ,7050,41545,15,0.04,663.37
NEW LONDON ,CT ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H0545 ,INTER VALLEY HEALTH PLAN  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H0564 ,BLUE CROSS OF CALIFORNIA ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H0710 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H1026 ,HEALTH OPTIONS  INC ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H1034 ,AMERICA'S HEALTH CHOICE MEDICAL PLAN ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H2256 ,TUFTS ASSOCIATED HMO  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H2261 ,BLUE CROSS & BLUE SHIELD OF MA HMO BLUE  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H2408 ,UNITED HEALTHCARE INSURANCE COMPANY ,PFFS ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H3351 ,EXCELLUS HEALTH PLAN  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H3359 ,MANAGED HEALTH  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H3959 ,HEALTHAMERICA PENNSYLVANIA  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H3964 ,HEALTH PARTNERS OF PHILADELPHIA INC ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H4152 ,BLUE CROSS AND BLUE SHIELD OF RHODE ISLAND ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H4564 ,SCOTT AND WHITE HEALTH PLAN ,COST ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,7050,41545,  ,  ,663.37
NEW LONDON ,CT ,H9001 ,FALLON COMMUNITY HEALTH PLAN ,HMO ,7050,41545,  ,  ,663.37
TOLLAND ,CT ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,7060,17595,35,0.2,683.41
TOLLAND ,CT ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H0302 ,SUN HEALTH MEDISUN  INC. ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H0620 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H0710 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H1035 ,FLORIDA HEALTH CARE PLAN  INC. ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H2256 ,TUFTS ASSOCIATED HMO  INC. ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H2261 ,BLUE CROSS & BLUE SHIELD OF MA HMO BLUE  INC. ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,7060,17595,  ,  ,683.41
TOLLAND ,CT ,H9001 ,FALLON COMMUNITY HEALTH PLAN ,HMO ,7060,17595,  ,  ,683.41
WINDHAM ,CT ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,7070,17344,20,0.12,654.22
WINDHAM ,CT ,H9001 ,FALLON COMMUNITY HEALTH PLAN ,HMO ,7070,17344,105,0.61,654.22
WINDHAM ,CT ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H0602 ,ROCKY MOUNTAIN HEALTH PLANS ,COST ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H0710 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H2261 ,BLUE CROSS & BLUE SHIELD OF MA HMO BLUE  INC. ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H3107 ,OXFORD HEALTH PLANS (NJ)  INC. ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H3325 ,MANAGED HEALTH INC. ,DEMP ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H4102 ,UNITED HEALTH PLANS OF NEW ENGLAND  INC. ,HMO ,7070,17344,  ,  ,654.22
WINDHAM ,CT ,H4152 ,BLUE CROSS AND BLUE SHIELD OF RHODE ISLAND ,HMO ,7070,17344,  ,  ,654.22
UNDER-11 ,  ,Hxxxx ,Rollup by STATE of Under-11 ,11-Jan,07xxx ,  ,544,  ,. 
KENT ,DE ,H2111 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,8000,21468,69,0.32,597.75
KENT ,DE ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,8000,21468,61,0.28,597.75
KENT ,DE ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,8000,21468,  ,  ,597.75
KENT ,DE ,H0303 ,PACIFICARE OF ARIZONA  INC ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H0620 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,8000,21468,  ,  ,597.75
KENT ,DE ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H1034 ,AMERICA'S HEALTH CHOICE MEDICAL PLAN ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,8000,21468,  ,  ,597.75
KENT ,DE ,H3107 ,OXFORD HEALTH PLANS (NJ)  INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3109 ,HORIZON HEALTHCARE OF NJ INC. ,DEMP ,8000,21468,  ,  ,597.75
KENT ,DE ,H3154 ,HORIZON HEALTHCARE OF NEW JERSEY  INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3660 ,SUMMACARE INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3909 ,INDEPENDENCE BLUE CROSS ,PPO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3952 ,KEYSTONE HEALTH PLAN EAST  INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3959 ,HEALTHAMERICA PENNSYLVANIA  INC. ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3964 ,HEALTH PARTNERS OF PHILADELPHIA INC ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H3972 ,ELDER HEALTH PENNSYLVANIA  INC ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,8000,21468,  ,  ,597.75
KENT ,DE ,H4103 ,UNITED HEALTHCARE INS. COMPANY  INC. ,DEMP ,8000,21468,  ,  ,597.75
KENT ,DE ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,8000,21468,  ,  ,597.75
KENT ,DE ,H6331 ,BORO MEDICAL CENTER ,HCPP ,8000,21468,  ,  ,597.75
KENT ,DE ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,8000,21468,  ,  ,597.75
KENT ,DE ,H9001 ,FALLON COMMUNITY HEALTH PLAN ,HMO ,8000,21468,  ,  ,597.75
NEW CASTLE ,DE ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,8010,71811,18,0.03,664.3
NEW CASTLE ,DE ,H2111 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,8010,71811,67,0.09,664.3
NEW CASTLE ,DE ,H3909 ,INDEPENDENCE BLUE CROSS ,PPO ,8010,71811,11,0.02,664.3
NEW CASTLE ,DE ,H3931 ,AETNA HEALTH INC ,HMO ,8010,71811,12,0.02,664.3
NEW CASTLE ,DE ,H3952 ,KEYSTONE HEALTH PLAN EAST  INC. ,HMO ,8010,71811,33,0.05,664.3
NEW CASTLE ,DE ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,8010,71811,469,0.65,664.3
NEW CASTLE ,DE ,H0319 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H0613 ,TOTAL LONGTERM CARE  INC. ,PACE ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1016 ,AVMED  INC ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1026 ,HEALTH OPTIONS  INC ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1034 ,AMERICA'S HEALTH CHOICE MEDICAL PLAN ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1349 ,REGENCE BLUESHIELD OF IDAHO. ,COST ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1651 ,MEDICAL ASSOCIATES HEALTH PLAN  INC. ,COST ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H2654 ,UNITED HEALTHCARE OF THE MIDWEST  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H2663 ,GROUP HEALTH PLAN  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3109 ,HORIZON HEALTHCARE OF NJ INC. ,DEMP ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3154 ,HORIZON HEALTHCARE OF NEW JERSEY  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3156 ,AMERIHEALTH HMO_INC ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3305 ,ROCHESTER AREA HMO/ DBA PREFERRED CARE ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3314 ,HIP OF GREATER NEW YORK ,COST ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3359 ,MANAGED HEALTH  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3370 ,EMPIRE HEALTHCHOICE HMO  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3388 ,CAPITAL DISTRICT PHYSICIANS' HP  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3657 ,QUALCHOICE HEALTH PLAN ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3805 ,PACIFICARE OF OREGON  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3912 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3949 ,ELDER HEALTH PENNSYLVANIA  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3954 ,GEISINGER HEALTH PLAN ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3957 ,KEYSTONE HEALTH PLAN WEST  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3962 ,KEYSTONE HEALTH PLAN CENTRAL INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3964 ,HEALTH PARTNERS OF PHILADELPHIA INC ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H3972 ,ELDER HEALTH PENNSYLVANIA  INC ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H4456 ,JOHN DEERE HEALTH PLAN  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H5435 ,PACIFICARE LIFE AND HEALTH INSURANCE COMPANY ,PFFS ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H6142 ,UNION HEALTH SERVICES  INC. ,HCPP ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H6331 ,BORO MEDICAL CENTER ,HCPP ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H9001 ,FALLON COMMUNITY HEALTH PLAN ,HMO ,8010,71811,  ,  ,664.3
NEW CASTLE ,DE ,H9003 ,KAISER FOUNDATION HP OF THE N W ,HMO ,8010,71811,  ,  ,664.3
SUSSEX ,DE ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,8020,38990,15,0.04,641.47
SUSSEX ,DE ,H3952 ,KEYSTONE HEALTH PLAN EAST  INC. ,HMO ,8020,38990,17,0.04,641.47
SUSSEX ,DE ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,8020,38990,86,0.22,641.47
SUSSEX ,DE ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H0630 ,KAISER FOUNDATION HP OF CO ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H2108 ,ELDER HEALTH MID-ATLANTIC  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H2111 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H2218 ,HARBOR HEALTH SERVICES ,PACE ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3109 ,HORIZON HEALTHCARE OF NJ INC. ,DEMP ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3359 ,MANAGED HEALTH  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3362 ,INDEPENDENT HEALTH ASSOCIATION  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3660 ,SUMMACARE INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3864 ,CENTRAL OREGON INDPDNT HLTH SVCS  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3909 ,INDEPENDENCE BLUE CROSS ,PPO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3931 ,AETNA HEALTH INC ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3949 ,ELDER HEALTH PENNSYLVANIA  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H3957 ,KEYSTONE HEALTH PLAN WEST  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H4456 ,JOHN DEERE HEALTH PLAN  INC. ,HMO ,8020,38990,  ,  ,641.47
SUSSEX ,DE ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,8020,38990,  ,  ,641.47
